,Country code,Country,Reference sector,Employment type,Education level,Year,Value
8584,ISR,Israel,Public educational institutions,Part-time,Master’s or equivalent level,2013,0.0
8585,ISR,Israel,Public educational institutions,Part-time,Master’s or equivalent level,2014,0.0
8586,ISR,Israel,Public educational institutions,Part-time,Master’s or equivalent level,2015,0.0
8587,ISR,Israel,Public educational institutions,Part-time,Master’s or equivalent level,2016,0.0
8588,ISR,Israel,Public educational institutions,Part-time,Master’s or equivalent level,2017,0.0
8589,ISR,Israel,Public educational institutions,Part-time,Master’s or equivalent level,2018,0.0
8590,ISR,Israel,Public educational institutions,Part-time,Master’s or equivalent level,2019,0.0
8591,ISR,Israel,Government dependent private educational institutions,Part-time,Master’s or equivalent level,2013,3414.0
8592,ISR,Israel,Government dependent private educational institutions,Part-time,Master’s or equivalent level,2014,3371.0
8593,ISR,Israel,Government dependent private educational institutions,Part-time,Master’s or equivalent level,2015,3097.0
8594,ISR,Israel,Government dependent private educational institutions,Part-time,Master’s or equivalent level,2016,2910.0
8595,ISR,Israel,Government dependent private educational institutions,Part-time,Master’s or equivalent level,2017,2812.0
8596,ISR,Israel,Government dependent private educational institutions,Part-time,Master’s or equivalent level,2018,2480.0
8597,ISR,Israel,Government dependent private educational institutions,Part-time,Master’s or equivalent level,2019,2361.0
8598,ISR,Israel,Independent private educational institutions,Part-time,Master’s or equivalent level,2013,0.0
8599,ISR,Israel,Independent private educational institutions,Part-time,Master’s or equivalent level,2014,0.0
8600,ISR,Israel,Independent private educational institutions,Part-time,Master’s or equivalent level,2015,0.0
8601,ISR,Israel,Independent private educational institutions,Part-time,Master’s or equivalent level,2016,0.0
8602,ISR,Israel,Independent private educational institutions,Part-time,Master’s or equivalent level,2017,0.0
8603,ISR,Israel,Independent private educational institutions,Part-time,Master’s or equivalent level,2018,0.0
8604,ISR,Israel,Independent private educational institutions,Part-time,Master’s or equivalent level,2019,0.0
8626,ISR,Israel,Public educational institutions,Full-time,Doctoral or equivalent level,2013,0.0
8627,ISR,Israel,Public educational institutions,Full-time,Doctoral or equivalent level,2014,0.0
8628,ISR,Israel,Public educational institutions,Full-time,Doctoral or equivalent level,2015,0.0
8629,ISR,Israel,Public educational institutions,Full-time,Doctoral or equivalent level,2016,0.0
8630,ISR,Israel,Public educational institutions,Full-time,Doctoral or equivalent level,2017,0.0
8631,ISR,Israel,Public educational institutions,Full-time,Doctoral or equivalent level,2018,0.0
8632,ISR,Israel,Public educational institutions,Full-time,Doctoral or equivalent level,2019,0.0
8633,ISR,Israel,Government dependent private educational institutions,Full-time,Doctoral or equivalent level,2013,10655.0
8634,ISR,Israel,Government dependent private educational institutions,Full-time,Doctoral or equivalent level,2014,10719.0
8635,ISR,Israel,Government dependent private educational institutions,Full-time,Doctoral or equivalent level,2015,10966.0
8636,ISR,Israel,Government dependent private educational institutions,Full-time,Doctoral or equivalent level,2016,11018.0
8637,ISR,Israel,Government dependent private educational institutions,Full-time,Doctoral or equivalent level,2017,11152.0
8638,ISR,Israel,Government dependent private educational institutions,Full-time,Doctoral or equivalent level,2018,11571.0
8639,ISR,Israel,Government dependent private educational institutions,Full-time,Doctoral or equivalent level,2019,11987.0
8640,ISR,Israel,Independent private educational institutions,Full-time,Doctoral or equivalent level,2013,0.0
8641,ISR,Israel,Independent private educational institutions,Full-time,Doctoral or equivalent level,2014,0.0
8642,ISR,Israel,Independent private educational institutions,Full-time,Doctoral or equivalent level,2015,0.0
8643,ISR,Israel,Independent private educational institutions,Full-time,Doctoral or equivalent level,2016,0.0
8644,ISR,Israel,Independent private educational institutions,Full-time,Doctoral or equivalent level,2017,0.0
8645,ISR,Israel,Independent private educational institutions,Full-time,Doctoral or equivalent level,2018,0.0
8646,ISR,Israel,Independent private educational institutions,Full-time,Doctoral or equivalent level,2019,0.0
8647,ISR,Israel,Public educational institutions,Part-time,Doctoral or equivalent level,2013,0.0
8648,ISR,Israel,Public educational institutions,Part-time,Doctoral or equivalent level,2014,0.0
8649,ISR,Israel,Public educational institutions,Part-time,Doctoral or equivalent level,2015,0.0
8650,ISR,Israel,Public educational institutions,Part-time,Doctoral or equivalent level,2016,0.0
8651,ISR,Israel,Public educational institutions,Part-time,Doctoral or equivalent level,2017,0.0
8652,ISR,Israel,Public educational institutions,Part-time,Doctoral or equivalent level,2018,0.0
8653,ISR,Israel,Public educational institutions,Part-time,Doctoral or equivalent level,2019,0.0
8654,ISR,Israel,Government dependent private educational institutions,Part-time,Doctoral or equivalent level,2013,0.0
8655,ISR,Israel,Government dependent private educational institutions,Part-time,Doctoral or equivalent level,2014,0.0
8656,ISR,Israel,Government dependent private educational institutions,Part-time,Doctoral or equivalent level,2015,0.0
8657,ISR,Israel,Government dependent private educational institutions,Part-time,Doctoral or equivalent level,2016,0.0
8658,ISR,Israel,Government dependent private educational institutions,Part-time,Doctoral or equivalent level,2017,0.0
8659,ISR,Israel,Government dependent private educational institutions,Part-time,Doctoral or equivalent level,2018,0.0
8660,ISR,Israel,Government dependent private educational institutions,Part-time,Doctoral or equivalent level,2019,0.0
8661,ISR,Israel,Independent private educational institutions,Part-time,Doctoral or equivalent level,2013,0.0
8662,ISR,Israel,Independent private educational institutions,Part-time,Doctoral or equivalent level,2014,0.0
8663,ISR,Israel,Independent private educational institutions,Part-time,Doctoral or equivalent level,2015,0.0
8664,ISR,Israel,Independent private educational institutions,Part-time,Doctoral or equivalent level,2016,0.0
8665,ISR,Israel,Independent private educational institutions,Part-time,Doctoral or equivalent level,2017,0.0
8666,ISR,Israel,Independent private educational institutions,Part-time,Doctoral or equivalent level,2018,0.0
8667,ISR,Israel,Independent private educational institutions,Part-time,Doctoral or equivalent level,2019,0.0
8682,LVA,Latvia,Public educational institutions,Full-time,Short-cycle tertiary education,2013,5531.0
8683,LVA,Latvia,Public educational institutions,Full-time,Short-cycle tertiary education,2014,5435.0
8684,LVA,Latvia,Public educational institutions,Full-time,Short-cycle tertiary education,2015,5357.0
8685,LVA,Latvia,Public educational institutions,Full-time,Short-cycle tertiary education,2016,5299.0
8686,LVA,Latvia,Public educational institutions,Full-time,Short-cycle tertiary education,2017,5360.0
8687,LVA,Latvia,Public educational institutions,Full-time,Short-cycle tertiary education,2018,5451.0
8688,LVA,Latvia,Public educational institutions,Full-time,Short-cycle tertiary education,2019,5269.0
8689,LVA,Latvia,Government dependent private educational institutions,Full-time,Short-cycle tertiary education,2013,1459.0
8690,LVA,Latvia,Government dependent private educational institutions,Full-time,Short-cycle tertiary education,2014,1203.0
8691,LVA,Latvia,Government dependent private educational institutions,Full-time,Short-cycle tertiary education,2015,1095.0
8692,LVA,Latvia,Government dependent private educational institutions,Full-time,Short-cycle tertiary education,2016,1221.0
8693,LVA,Latvia,Government dependent private educational institutions,Full-time,Short-cycle tertiary education,2017,1250.0
8694,LVA,Latvia,Government dependent private educational institutions,Full-time,Short-cycle tertiary education,2018,1269.0
8695,LVA,Latvia,Government dependent private educational institutions,Full-time,Short-cycle tertiary education,2019,1240.0
8696,LVA,Latvia,Independent private educational institutions,Full-time,Short-cycle tertiary education,2013,1844.0
8697,LVA,Latvia,Independent private educational institutions,Full-time,Short-cycle tertiary education,2014,1536.0
8698,LVA,Latvia,Independent private educational institutions,Full-time,Short-cycle tertiary education,2015,1247.0
8699,LVA,Latvia,Independent private educational institutions,Full-time,Short-cycle tertiary education,2016,1053.0
8700,LVA,Latvia,Independent private educational institutions,Full-time,Short-cycle tertiary education,2017,851.0
8701,LVA,Latvia,Independent private educational institutions,Full-time,Short-cycle tertiary education,2018,700.0
8702,LVA,Latvia,Independent private educational institutions,Full-time,Short-cycle tertiary education,2019,601.0
8703,LVA,Latvia,Public educational institutions,Part-time,Short-cycle tertiary education,2013,1557.0
8704,LVA,Latvia,Public educational institutions,Part-time,Short-cycle tertiary education,2014,1513.0
8705,LVA,Latvia,Public educational institutions,Part-time,Short-cycle tertiary education,2015,1376.0
8706,LVA,Latvia,Public educational institutions,Part-time,Short-cycle tertiary education,2016,1300.0
8707,LVA,Latvia,Public educational institutions,Part-time,Short-cycle tertiary education,2017,1209.0
8708,LVA,Latvia,Public educational institutions,Part-time,Short-cycle tertiary education,2018,1320.0
8709,LVA,Latvia,Public educational institutions,Part-time,Short-cycle tertiary education,2019,1212.0
8710,LVA,Latvia,Government dependent private educational institutions,Part-time,Short-cycle tertiary education,2013,1650.0
8711,LVA,Latvia,Government dependent private educational institutions,Part-time,Short-cycle tertiary education,2014,1707.0
8712,LVA,Latvia,Government dependent private educational institutions,Part-time,Short-cycle tertiary education,2015,1876.0
8713,LVA,Latvia,Government dependent private educational institutions,Part-time,Short-cycle tertiary education,2016,2012.0
8714,LVA,Latvia,Government dependent private educational institutions,Part-time,Short-cycle tertiary education,2017,2178.0
8715,LVA,Latvia,Government dependent private educational institutions,Part-time,Short-cycle tertiary education,2018,2172.0
8716,LVA,Latvia,Government dependent private educational institutions,Part-time,Short-cycle tertiary education,2019,2118.0
8717,LVA,Latvia,Independent private educational institutions,Part-time,Short-cycle tertiary education,2013,5307.0
8718,LVA,Latvia,Independent private educational institutions,Part-time,Short-cycle tertiary education,2014,5659.0
8719,LVA,Latvia,Independent private educational institutions,Part-time,Short-cycle tertiary education,2015,5154.0
8720,LVA,Latvia,Independent private educational institutions,Part-time,Short-cycle tertiary education,2016,4308.0
8721,LVA,Latvia,Independent private educational institutions,Part-time,Short-cycle tertiary education,2017,3741.0
8722,LVA,Latvia,Independent private educational institutions,Part-time,Short-cycle tertiary education,2018,4007.0
8723,LVA,Latvia,Independent private educational institutions,Part-time,Short-cycle tertiary education,2019,4216.0
8752,LVA,Latvia,Government dependent private educational institutions,Full-time,Bachelor’s or equivalent level,2013,36438.0
8753,LVA,Latvia,Government dependent private educational institutions,Full-time,Bachelor’s or equivalent level,2014,33974.0
8754,LVA,Latvia,Government dependent private educational institutions,Full-time,Bachelor’s or equivalent level,2015,28083.0
8755,LVA,Latvia,Government dependent private educational institutions,Full-time,Bachelor’s or equivalent level,2016,27417.0
8756,LVA,Latvia,Government dependent private educational institutions,Full-time,Bachelor’s or equivalent level,2017,26489.0
8757,LVA,Latvia,Government dependent private educational institutions,Full-time,Bachelor’s or equivalent level,2018,25416.0
8758,LVA,Latvia,Government dependent private educational institutions,Full-time,Bachelor’s or equivalent level,2019,24980.0
8759,LVA,Latvia,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2013,11395.0
8760,LVA,Latvia,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2014,10161.0
8761,LVA,Latvia,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2015,9031.0
8762,LVA,Latvia,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2016,8146.0
8763,LVA,Latvia,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2017,7487.0
8764,LVA,Latvia,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2018,6859.0
8765,LVA,Latvia,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2019,6448.0
8773,LVA,Latvia,Government dependent private educational institutions,Part-time,Bachelor’s or equivalent level,2013,9275.0
8774,LVA,Latvia,Government dependent private educational institutions,Part-time,Bachelor’s or equivalent level,2014,8722.0
8775,LVA,Latvia,Government dependent private educational institutions,Part-time,Bachelor’s or equivalent level,2015,9130.0
8776,LVA,Latvia,Government dependent private educational institutions,Part-time,Bachelor’s or equivalent level,2016,9295.0
8777,LVA,Latvia,Government dependent private educational institutions,Part-time,Bachelor’s or equivalent level,2017,9514.0
8778,LVA,Latvia,Government dependent private educational institutions,Part-time,Bachelor’s or equivalent level,2018,9162.0
8779,LVA,Latvia,Government dependent private educational institutions,Part-time,Bachelor’s or equivalent level,2019,8896.0
8780,LVA,Latvia,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2013,6166.0
8781,LVA,Latvia,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2014,5098.0
8782,LVA,Latvia,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2015,4390.0
8783,LVA,Latvia,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2016,4537.0
8784,LVA,Latvia,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2017,4832.0
8785,LVA,Latvia,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2018,4727.0
8786,LVA,Latvia,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2019,5008.0
8815,LVA,Latvia,Government dependent private educational institutions,Full-time,Master’s or equivalent level,2013,8975.0
8816,LVA,Latvia,Government dependent private educational institutions,Full-time,Master’s or equivalent level,2014,9222.0
8817,LVA,Latvia,Government dependent private educational institutions,Full-time,Master’s or equivalent level,2015,13527.0
8818,LVA,Latvia,Government dependent private educational institutions,Full-time,Master’s or equivalent level,2016,14063.0
8819,LVA,Latvia,Government dependent private educational institutions,Full-time,Master’s or equivalent level,2017,14448.0
8820,LVA,Latvia,Government dependent private educational institutions,Full-time,Master’s or equivalent level,2018,14847.0
8821,LVA,Latvia,Government dependent private educational institutions,Full-time,Master’s or equivalent level,2019,14727.0
8822,LVA,Latvia,Independent private educational institutions,Full-time,Master’s or equivalent level,2013,599.0
8823,LVA,Latvia,Independent private educational institutions,Full-time,Master’s or equivalent level,2014,1252.0
8824,LVA,Latvia,Independent private educational institutions,Full-time,Master’s or equivalent level,2015,2058.0
8825,LVA,Latvia,Independent private educational institutions,Full-time,Master’s or equivalent level,2016,2124.0
8826,LVA,Latvia,Independent private educational institutions,Full-time,Master’s or equivalent level,2017,2129.0
8827,LVA,Latvia,Independent private educational institutions,Full-time,Master’s or equivalent level,2018,2207.0
8828,LVA,Latvia,Independent private educational institutions,Full-time,Master’s or equivalent level,2019,2189.0
8836,LVA,Latvia,Government dependent private educational institutions,Part-time,Master’s or equivalent level,2013,1494.0
8837,LVA,Latvia,Government dependent private educational institutions,Part-time,Master’s or equivalent level,2014,1439.0
8838,LVA,Latvia,Government dependent private educational institutions,Part-time,Master’s or equivalent level,2015,993.0
8839,LVA,Latvia,Government dependent private educational institutions,Part-time,Master’s or equivalent level,2016,903.0
8840,LVA,Latvia,Government dependent private educational institutions,Part-time,Master’s or equivalent level,2017,860.0
8841,LVA,Latvia,Government dependent private educational institutions,Part-time,Master’s or equivalent level,2018,966.0
8842,LVA,Latvia,Government dependent private educational institutions,Part-time,Master’s or equivalent level,2019,951.0
8843,LVA,Latvia,Independent private educational institutions,Part-time,Master’s or equivalent level,2013,265.0
8844,LVA,Latvia,Independent private educational institutions,Part-time,Master’s or equivalent level,2014,344.0
8845,LVA,Latvia,Independent private educational institutions,Part-time,Master’s or equivalent level,2015,364.0
8846,LVA,Latvia,Independent private educational institutions,Part-time,Master’s or equivalent level,2016,294.0
8847,LVA,Latvia,Independent private educational institutions,Part-time,Master’s or equivalent level,2017,275.0
8848,LVA,Latvia,Independent private educational institutions,Part-time,Master’s or equivalent level,2018,303.0
8849,LVA,Latvia,Independent private educational institutions,Part-time,Master’s or equivalent level,2019,374.0
8878,LVA,Latvia,Government dependent private educational institutions,Full-time,Doctoral or equivalent level,2013,2261.0
8879,LVA,Latvia,Government dependent private educational institutions,Full-time,Doctoral or equivalent level,2014,2148.0
8880,LVA,Latvia,Government dependent private educational institutions,Full-time,Doctoral or equivalent level,2015,1994.0
8881,LVA,Latvia,Government dependent private educational institutions,Full-time,Doctoral or equivalent level,2016,2092.0
8882,LVA,Latvia,Government dependent private educational institutions,Full-time,Doctoral or equivalent level,2017,2083.0
8883,LVA,Latvia,Government dependent private educational institutions,Full-time,Doctoral or equivalent level,2018,1996.0
8884,LVA,Latvia,Government dependent private educational institutions,Full-time,Doctoral or equivalent level,2019,1932.0
8885,LVA,Latvia,Independent private educational institutions,Full-time,Doctoral or equivalent level,2013,157.0
8886,LVA,Latvia,Independent private educational institutions,Full-time,Doctoral or equivalent level,2014,186.0
8887,LVA,Latvia,Independent private educational institutions,Full-time,Doctoral or equivalent level,2015,160.0
8888,LVA,Latvia,Independent private educational institutions,Full-time,Doctoral or equivalent level,2016,178.0
8889,LVA,Latvia,Independent private educational institutions,Full-time,Doctoral or equivalent level,2017,178.0
8890,LVA,Latvia,Independent private educational institutions,Full-time,Doctoral or equivalent level,2018,180.0
8891,LVA,Latvia,Independent private educational institutions,Full-time,Doctoral or equivalent level,2019,173.0
8899,LVA,Latvia,Government dependent private educational institutions,Part-time,Doctoral or equivalent level,2013,72.0
8900,LVA,Latvia,Government dependent private educational institutions,Part-time,Doctoral or equivalent level,2014,52.0
8901,LVA,Latvia,Government dependent private educational institutions,Part-time,Doctoral or equivalent level,2015,25.0
8902,LVA,Latvia,Government dependent private educational institutions,Part-time,Doctoral or equivalent level,2016,24.0
8903,LVA,Latvia,Government dependent private educational institutions,Part-time,Doctoral or equivalent level,2017,18.0
8904,LVA,Latvia,Government dependent private educational institutions,Part-time,Doctoral or equivalent level,2018,11.0
8905,LVA,Latvia,Government dependent private educational institutions,Part-time,Doctoral or equivalent level,2019,12.0
8906,LVA,Latvia,Independent private educational institutions,Part-time,Doctoral or equivalent level,2013,29.0
8907,LVA,Latvia,Independent private educational institutions,Part-time,Doctoral or equivalent level,2014,20.0
8908,LVA,Latvia,Independent private educational institutions,Part-time,Doctoral or equivalent level,2015,21.0
8909,LVA,Latvia,Independent private educational institutions,Part-time,Doctoral or equivalent level,2016,16.0
8910,LVA,Latvia,Independent private educational institutions,Part-time,Doctoral or equivalent level,2017,12.0
8911,LVA,Latvia,Independent private educational institutions,Part-time,Doctoral or equivalent level,2018,9.0
8912,LVA,Latvia,Independent private educational institutions,Part-time,Doctoral or equivalent level,2019,9.0
8997,LTU,Lithuania,Public educational institutions,Full-time,Bachelor’s or equivalent level,2013,77682.0
8998,LTU,Lithuania,Public educational institutions,Full-time,Bachelor’s or equivalent level,2014,72843.0
8999,LTU,Lithuania,Public educational institutions,Full-time,Bachelor’s or equivalent level,2015,71157.0
9000,LTU,Lithuania,Public educational institutions,Full-time,Bachelor’s or equivalent level,2016,68857.0
9001,LTU,Lithuania,Public educational institutions,Full-time,Bachelor’s or equivalent level,2017,65698.0
9002,LTU,Lithuania,Public educational institutions,Full-time,Bachelor’s or equivalent level,2018,62101.0
9003,LTU,Lithuania,Public educational institutions,Full-time,Bachelor’s or equivalent level,2019,58223.0
9011,LTU,Lithuania,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2013,9588.0
9012,LTU,Lithuania,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2014,8986.0
9013,LTU,Lithuania,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2015,8157.0
9014,LTU,Lithuania,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2016,7498.0
9015,LTU,Lithuania,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2017,6894.0
9016,LTU,Lithuania,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2018,6804.0
9017,LTU,Lithuania,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2019,6924.0
9018,LTU,Lithuania,Public educational institutions,Part-time,Bachelor’s or equivalent level,2013,31329.0
9019,LTU,Lithuania,Public educational institutions,Part-time,Bachelor’s or equivalent level,2014,27369.0
9020,LTU,Lithuania,Public educational institutions,Part-time,Bachelor’s or equivalent level,2015,24657.0
9021,LTU,Lithuania,Public educational institutions,Part-time,Bachelor’s or equivalent level,2016,22587.0
9022,LTU,Lithuania,Public educational institutions,Part-time,Bachelor’s or equivalent level,2017,19954.0
9023,LTU,Lithuania,Public educational institutions,Part-time,Bachelor’s or equivalent level,2018,17003.0
9024,LTU,Lithuania,Public educational institutions,Part-time,Bachelor’s or equivalent level,2019,14605.0
9032,LTU,Lithuania,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2013,5920.0
9033,LTU,Lithuania,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2014,4683.0
9034,LTU,Lithuania,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2015,4112.0
9035,LTU,Lithuania,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2016,3483.0
9036,LTU,Lithuania,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2017,2993.0
9037,LTU,Lithuania,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2018,2560.0
9038,LTU,Lithuania,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2019,2426.0
9060,LTU,Lithuania,Public educational institutions,Full-time,Master’s or equivalent level,2013,24019.0
9061,LTU,Lithuania,Public educational institutions,Full-time,Master’s or equivalent level,2014,23939.0
9062,LTU,Lithuania,Public educational institutions,Full-time,Master’s or equivalent level,2015,23582.0
9063,LTU,Lithuania,Public educational institutions,Full-time,Master’s or equivalent level,2016,23278.0
9064,LTU,Lithuania,Public educational institutions,Full-time,Master’s or equivalent level,2017,23058.0
9065,LTU,Lithuania,Public educational institutions,Full-time,Master’s or equivalent level,2018,22692.0
9066,LTU,Lithuania,Public educational institutions,Full-time,Master’s or equivalent level,2019,22119.0
9074,LTU,Lithuania,Independent private educational institutions,Full-time,Master’s or equivalent level,2013,1270.0
9075,LTU,Lithuania,Independent private educational institutions,Full-time,Master’s or equivalent level,2014,1206.0
9076,LTU,Lithuania,Independent private educational institutions,Full-time,Master’s or equivalent level,2015,1118.0
9077,LTU,Lithuania,Independent private educational institutions,Full-time,Master’s or equivalent level,2016,963.0
9078,LTU,Lithuania,Independent private educational institutions,Full-time,Master’s or equivalent level,2017,762.0
9079,LTU,Lithuania,Independent private educational institutions,Full-time,Master’s or equivalent level,2018,923.0
9080,LTU,Lithuania,Independent private educational institutions,Full-time,Master’s or equivalent level,2019,1177.0
9081,LTU,Lithuania,Public educational institutions,Part-time,Master’s or equivalent level,2013,6983.0
9082,LTU,Lithuania,Public educational institutions,Part-time,Master’s or equivalent level,2014,6430.0
9083,LTU,Lithuania,Public educational institutions,Part-time,Master’s or equivalent level,2015,5024.0
9084,LTU,Lithuania,Public educational institutions,Part-time,Master’s or equivalent level,2016,4214.0
9085,LTU,Lithuania,Public educational institutions,Part-time,Master’s or equivalent level,2017,3650.0
9086,LTU,Lithuania,Public educational institutions,Part-time,Master’s or equivalent level,2018,3354.0
9087,LTU,Lithuania,Public educational institutions,Part-time,Master’s or equivalent level,2019,3486.0
9095,LTU,Lithuania,Independent private educational institutions,Part-time,Master’s or equivalent level,2013,223.0
9096,LTU,Lithuania,Independent private educational institutions,Part-time,Master’s or equivalent level,2014,247.0
9097,LTU,Lithuania,Independent private educational institutions,Part-time,Master’s or equivalent level,2015,187.0
9098,LTU,Lithuania,Independent private educational institutions,Part-time,Master’s or equivalent level,2016,142.0
9099,LTU,Lithuania,Independent private educational institutions,Part-time,Master’s or equivalent level,2017,117.0
9100,LTU,Lithuania,Independent private educational institutions,Part-time,Master’s or equivalent level,2018,107.0
9101,LTU,Lithuania,Independent private educational institutions,Part-time,Master’s or equivalent level,2019,88.0
9123,LTU,Lithuania,Public educational institutions,Full-time,Doctoral or equivalent level,2013,2378.0
9124,LTU,Lithuania,Public educational institutions,Full-time,Doctoral or equivalent level,2014,2351.0
9125,LTU,Lithuania,Public educational institutions,Full-time,Doctoral or equivalent level,2015,2301.0
9126,LTU,Lithuania,Public educational institutions,Full-time,Doctoral or equivalent level,2016,2417.0
9127,LTU,Lithuania,Public educational institutions,Full-time,Doctoral or equivalent level,2017,2432.0
9128,LTU,Lithuania,Public educational institutions,Full-time,Doctoral or equivalent level,2018,2460.0
9129,LTU,Lithuania,Public educational institutions,Full-time,Doctoral or equivalent level,2019,2464.0
9137,LTU,Lithuania,Independent private educational institutions,Full-time,Doctoral or equivalent level,2013,22.0
9138,LTU,Lithuania,Independent private educational institutions,Full-time,Doctoral or equivalent level,2014,26.0
9139,LTU,Lithuania,Independent private educational institutions,Full-time,Doctoral or equivalent level,2015,20.0
9140,LTU,Lithuania,Independent private educational institutions,Full-time,Doctoral or equivalent level,2016,13.0
9141,LTU,Lithuania,Independent private educational institutions,Full-time,Doctoral or equivalent level,2017,9.0
9142,LTU,Lithuania,Independent private educational institutions,Full-time,Doctoral or equivalent level,2018,9.0
9143,LTU,Lithuania,Independent private educational institutions,Full-time,Doctoral or equivalent level,2019,8.0
9144,LTU,Lithuania,Public educational institutions,Part-time,Doctoral or equivalent level,2013,275.0
9145,LTU,Lithuania,Public educational institutions,Part-time,Doctoral or equivalent level,2014,298.0
9146,LTU,Lithuania,Public educational institutions,Part-time,Doctoral or equivalent level,2015,299.0
9147,LTU,Lithuania,Public educational institutions,Part-time,Doctoral or equivalent level,2016,285.0
9148,LTU,Lithuania,Public educational institutions,Part-time,Doctoral or equivalent level,2017,271.0
9149,LTU,Lithuania,Public educational institutions,Part-time,Doctoral or equivalent level,2018,248.0
9150,LTU,Lithuania,Public educational institutions,Part-time,Doctoral or equivalent level,2019,222.0
9158,LTU,Lithuania,Independent private educational institutions,Part-time,Doctoral or equivalent level,2013,6.0
9159,LTU,Lithuania,Independent private educational institutions,Part-time,Doctoral or equivalent level,2014,11.0
9160,LTU,Lithuania,Independent private educational institutions,Part-time,Doctoral or equivalent level,2015,15.0
9161,LTU,Lithuania,Independent private educational institutions,Part-time,Doctoral or equivalent level,2016,22.0
9162,LTU,Lithuania,Independent private educational institutions,Part-time,Doctoral or equivalent level,2017,25.0
9163,LTU,Lithuania,Independent private educational institutions,Part-time,Doctoral or equivalent level,2018,26.0
9164,LTU,Lithuania,Independent private educational institutions,Part-time,Doctoral or equivalent level,2019,26.0
9186,RUS,Russia,Public educational institutions,Full-time,Short-cycle tertiary education,2013,856345.0
9187,RUS,Russia,Public educational institutions,Full-time,Short-cycle tertiary education,2014,806841.0
9188,RUS,Russia,Public educational institutions,Full-time,Short-cycle tertiary education,2015,848068.0
9189,RUS,Russia,Public educational institutions,Full-time,Short-cycle tertiary education,2016,885814.0
9190,RUS,Russia,Public educational institutions,Full-time,Short-cycle tertiary education,2017,948616.0
9191,RUS,Russia,Public educational institutions,Full-time,Short-cycle tertiary education,2018,994028.0
9192,RUS,Russia,Public educational institutions,Full-time,Short-cycle tertiary education,2019,1011825.0
9200,RUS,Russia,Independent private educational institutions,Full-time,Short-cycle tertiary education,2013,34740.0
9201,RUS,Russia,Independent private educational institutions,Full-time,Short-cycle tertiary education,2014,42445.0
9202,RUS,Russia,Independent private educational institutions,Full-time,Short-cycle tertiary education,2015,48880.0
9203,RUS,Russia,Independent private educational institutions,Full-time,Short-cycle tertiary education,2016,54530.0
9204,RUS,Russia,Independent private educational institutions,Full-time,Short-cycle tertiary education,2017,65457.0
9205,RUS,Russia,Independent private educational institutions,Full-time,Short-cycle tertiary education,2018,67666.0
9206,RUS,Russia,Independent private educational institutions,Full-time,Short-cycle tertiary education,2019,71736.0
9207,RUS,Russia,Public educational institutions,Part-time,Short-cycle tertiary education,2013,386820.0
9208,RUS,Russia,Public educational institutions,Part-time,Short-cycle tertiary education,2014,336132.0
9209,RUS,Russia,Public educational institutions,Part-time,Short-cycle tertiary education,2015,336782.0
9210,RUS,Russia,Public educational institutions,Part-time,Short-cycle tertiary education,2016,335301.0
9211,RUS,Russia,Public educational institutions,Part-time,Short-cycle tertiary education,2017,339747.0
9212,RUS,Russia,Public educational institutions,Part-time,Short-cycle tertiary education,2018,334897.0
9213,RUS,Russia,Public educational institutions,Part-time,Short-cycle tertiary education,2019,322078.0
9221,RUS,Russia,Independent private educational institutions,Part-time,Short-cycle tertiary education,2013,25063.0
9222,RUS,Russia,Independent private educational institutions,Part-time,Short-cycle tertiary education,2014,27069.0
9223,RUS,Russia,Independent private educational institutions,Part-time,Short-cycle tertiary education,2015,26595.0
9224,RUS,Russia,Independent private educational institutions,Part-time,Short-cycle tertiary education,2016,28233.0
9225,RUS,Russia,Independent private educational institutions,Part-time,Short-cycle tertiary education,2017,34061.0
