,COUNTRY,Country,Gender,Field,International mobility,Education level,Year,Value
321,BEL,Belgium,Female,"Social sciences, journalism and information",Homecoming nationals,Master’s or equivalent level,2019,34.0
322,BEL,Belgium,Male,"Social sciences, journalism and information",Homecoming nationals,Master’s or equivalent level,2019,15.0
323,BEL,Belgium,Male,"Social sciences, journalism and information",Total,Doctoral or equivalent level,2019,706.0
324,BEL,Belgium,Female,"Social sciences, journalism and information",Mobile including homecoming nationals,Doctoral or equivalent level,2019,41.0
325,BEL,Belgium,Male,"Social sciences, journalism and information",Mobile including homecoming nationals,Doctoral or equivalent level,2019,22.0
326,BEL,Belgium,Female,"Business, administration and law",Mobile including homecoming nationals,Short-cycle tertiary education,2019,250.0
327,BEL,Belgium,Male,"Business, administration and law",Mobile including homecoming nationals,Short-cycle tertiary education,2019,161.0
328,BEL,Belgium,Male,"Business, administration and law",Homecoming nationals,Short-cycle tertiary education,2019,0.0
329,BEL,Belgium,Male,"Business, administration and law",Total,Bachelor’s or equivalent level,2019,39100.0
330,BEL,Belgium,Male,"Business, administration and law",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,1369.0
331,BEL,Belgium,Male,"Business, administration and law",Homecoming nationals,Bachelor’s or equivalent level,2019,103.0
332,BEL,Belgium,Female,"Business, administration and law",Mobile including homecoming nationals,Master’s or equivalent level,2019,1762.0
333,BEL,Belgium,Male,"Business, administration and law",Mobile including homecoming nationals,Master’s or equivalent level,2019,1500.0
334,BEL,Belgium,Female,"Business, administration and law",Homecoming nationals,Master’s or equivalent level,2019,13.0
335,BEL,Belgium,Female,"Business, administration and law",Total,Doctoral or equivalent level,2019,584.0
336,BEL,Belgium,Female,"Business, administration and law",Mobile including homecoming nationals,Doctoral or equivalent level,2019,29.0
337,BEL,Belgium,Female,"Business, administration and law",Homecoming nationals,Doctoral or equivalent level,2019,2.0
338,BEL,Belgium,Female,"Natural sciences, mathematics and statistics",Total,Short-cycle tertiary education,2019,61.0
339,BEL,Belgium,Male,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Short-cycle tertiary education,2019,10.0
340,BEL,Belgium,Female,"Natural sciences, mathematics and statistics",Homecoming nationals,Short-cycle tertiary education,2019,0.0
341,BEL,Belgium,Male,"Natural sciences, mathematics and statistics",Homecoming nationals,Short-cycle tertiary education,2019,0.0
342,BEL,Belgium,Female,"Natural sciences, mathematics and statistics",Total,Bachelor’s or equivalent level,2019,3549.0
343,BEL,Belgium,Male,"Natural sciences, mathematics and statistics",Total,Bachelor’s or equivalent level,2019,6032.0
344,BEL,Belgium,Female,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,226.0
345,BEL,Belgium,Male,"Natural sciences, mathematics and statistics",Homecoming nationals,Bachelor’s or equivalent level,2019,17.0
346,BEL,Belgium,Male,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Master’s or equivalent level,2019,588.0
347,BEL,Belgium,Female,"Natural sciences, mathematics and statistics",Total,Doctoral or equivalent level,2019,1429.0
348,BEL,Belgium,Female,"Natural sciences, mathematics and statistics",Mobile including homecoming nationals,Doctoral or equivalent level,2019,77.0
349,BEL,Belgium,Female,Information and Communication Technologies (ICTs),Total,Short-cycle tertiary education,2019,275.0
350,BEL,Belgium,Female,Information and Communication Technologies (ICTs),Homecoming nationals,Short-cycle tertiary education,2019,0.0
351,BEL,Belgium,Male,Information and Communication Technologies (ICTs),Homecoming nationals,Short-cycle tertiary education,2019,0.0
352,BEL,Belgium,Female,Information and Communication Technologies (ICTs),Total,Bachelor’s or equivalent level,2019,1569.0
353,BEL,Belgium,Female,Information and Communication Technologies (ICTs),Homecoming nationals,Bachelor’s or equivalent level,2019,10.0
354,BEL,Belgium,Male,Information and Communication Technologies (ICTs),Homecoming nationals,Bachelor’s or equivalent level,2019,32.0
355,BEL,Belgium,Female,Information and Communication Technologies (ICTs),Mobile including homecoming nationals,Master’s or equivalent level,2019,89.0
356,BEL,Belgium,Female,Information and Communication Technologies (ICTs),Homecoming nationals,Master’s or equivalent level,2019,1.0
357,BEL,Belgium,Male,Information and Communication Technologies (ICTs),Total,Doctoral or equivalent level,2019,68.0
358,BEL,Belgium,Female,Information and Communication Technologies (ICTs),Mobile including homecoming nationals,Doctoral or equivalent level,2019,0.0
359,BEL,Belgium,Female,Information and Communication Technologies (ICTs),Homecoming nationals,Doctoral or equivalent level,2019,0.0
360,BEL,Belgium,Male,Information and Communication Technologies (ICTs),Homecoming nationals,Doctoral or equivalent level,2019,1.0
361,BEL,Belgium,Male,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Short-cycle tertiary education,2019,101.0
362,BEL,Belgium,Female,"Engineering, manufacturing and construction",Homecoming nationals,Short-cycle tertiary education,2019,0.0
363,BEL,Belgium,Male,"Engineering, manufacturing and construction",Homecoming nationals,Short-cycle tertiary education,2019,0.0
364,BEL,Belgium,Female,"Engineering, manufacturing and construction",Total,Bachelor’s or equivalent level,2019,7358.0
365,BEL,Belgium,Female,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,691.0
366,BEL,Belgium,Male,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,1239.0
367,BEL,Belgium,Male,"Engineering, manufacturing and construction",Homecoming nationals,Bachelor’s or equivalent level,2019,77.0
368,BEL,Belgium,Female,"Engineering, manufacturing and construction",Total,Master’s or equivalent level,2019,3531.0
369,BEL,Belgium,Male,"Engineering, manufacturing and construction",Total,Master’s or equivalent level,2019,9546.0
370,BEL,Belgium,Female,"Engineering, manufacturing and construction",Homecoming nationals,Master’s or equivalent level,2019,11.0
371,BEL,Belgium,Male,"Engineering, manufacturing and construction",Homecoming nationals,Master’s or equivalent level,2019,27.0
372,BEL,Belgium,Female,"Engineering, manufacturing and construction",Total,Doctoral or equivalent level,2019,982.0
373,BEL,Belgium,Male,"Engineering, manufacturing and construction",Total,Doctoral or equivalent level,2019,2225.0
374,BEL,Belgium,Female,"Engineering, manufacturing and construction",Mobile including homecoming nationals,Doctoral or equivalent level,2019,45.0
375,BEL,Belgium,Male,"Engineering, manufacturing and construction",Homecoming nationals,Doctoral or equivalent level,2019,11.0
376,BEL,Belgium,Male,"Agriculture, forestry, fisheries and veterinary",Total,Short-cycle tertiary education,2019,0.0
377,BEL,Belgium,Female,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
378,BEL,Belgium,Male,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Short-cycle tertiary education,2019,0.0
379,BEL,Belgium,Male,"Agriculture, forestry, fisheries and veterinary",Homecoming nationals,Short-cycle tertiary education,2019,0.0
380,BEL,Belgium,Female,"Agriculture, forestry, fisheries and veterinary",Total,Bachelor’s or equivalent level,2019,4669.0
381,BEL,Belgium,Male,"Agriculture, forestry, fisheries and veterinary",Total,Bachelor’s or equivalent level,2019,2806.0
382,BEL,Belgium,Female,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,1003.0
383,BEL,Belgium,Female,"Agriculture, forestry, fisheries and veterinary",Homecoming nationals,Bachelor’s or equivalent level,2019,11.0
384,BEL,Belgium,Male,"Agriculture, forestry, fisheries and veterinary",Homecoming nationals,Master’s or equivalent level,2019,2.0
385,BEL,Belgium,Female,"Agriculture, forestry, fisheries and veterinary",Total,Doctoral or equivalent level,2019,312.0
386,BEL,Belgium,Male,"Agriculture, forestry, fisheries and veterinary",Total,Doctoral or equivalent level,2019,226.0
387,BEL,Belgium,Female,"Agriculture, forestry, fisheries and veterinary",Mobile including homecoming nationals,Doctoral or equivalent level,2019,17.0
388,BEL,Belgium,Female,"Agriculture, forestry, fisheries and veterinary",Homecoming nationals,Doctoral or equivalent level,2019,0.0
389,BEL,Belgium,Male,"Agriculture, forestry, fisheries and veterinary",Homecoming nationals,Doctoral or equivalent level,2019,0.0
390,BEL,Belgium,Female,Health and welfare,Total,Short-cycle tertiary education,2019,8342.0
391,BEL,Belgium,Male,Health and welfare,Total,Short-cycle tertiary education,2019,1826.0
392,BEL,Belgium,Female,Health and welfare,Homecoming nationals,Short-cycle tertiary education,2019,0.0
393,BEL,Belgium,Male,Health and welfare,Homecoming nationals,Short-cycle tertiary education,2019,0.0
394,BEL,Belgium,Female,Health and welfare,Total,Bachelor’s or equivalent level,2019,66444.0
395,BEL,Belgium,Male,Health and welfare,Total,Bachelor’s or equivalent level,2019,22187.0
396,BEL,Belgium,Female,Health and welfare,Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,7924.0
397,BEL,Belgium,Male,Health and welfare,Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,3049.0
398,BEL,Belgium,Female,Health and welfare,Total,Master’s or equivalent level,2019,17328.0
399,BEL,Belgium,Male,Health and welfare,Total,Master’s or equivalent level,2019,9685.0
400,BEL,Belgium,Male,Health and welfare,Mobile including homecoming nationals,Master’s or equivalent level,2019,2270.0
401,BEL,Belgium,Male,Health and welfare,Homecoming nationals,Master’s or equivalent level,2019,26.0
402,BEL,Belgium,Female,Health and welfare,Total,Doctoral or equivalent level,2019,1864.0
403,BEL,Belgium,Male,Health and welfare,Total,Doctoral or equivalent level,2019,1341.0
404,BEL,Belgium,Male,Health and welfare,Mobile including homecoming nationals,Doctoral or equivalent level,2019,79.0
405,BEL,Belgium,Female,Health and welfare,Homecoming nationals,Doctoral or equivalent level,2019,0.0
406,BEL,Belgium,Male,Health and welfare,Homecoming nationals,Doctoral or equivalent level,2019,2.0
407,BEL,Belgium,Female,Services,Mobile including homecoming nationals,Short-cycle tertiary education,2019,7.0
408,BEL,Belgium,Male,Services,Homecoming nationals,Short-cycle tertiary education,2019,0.0
409,BEL,Belgium,Female,Services,Total,Bachelor’s or equivalent level,2019,3415.0
410,BEL,Belgium,Male,Services,Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,359.0
411,BEL,Belgium,Female,Services,Homecoming nationals,Bachelor’s or equivalent level,2019,6.0
412,BEL,Belgium,Male,Services,Homecoming nationals,Bachelor’s or equivalent level,2019,11.0
413,BEL,Belgium,Female,Services,Total,Master’s or equivalent level,2019,351.0
414,BEL,Belgium,Female,Services,Mobile including homecoming nationals,Master’s or equivalent level,2019,80.0
415,BEL,Belgium,Male,Services,Mobile including homecoming nationals,Master’s or equivalent level,2019,99.0
416,BEL,Belgium,Female,Services,Homecoming nationals,Master’s or equivalent level,2019,1.0
417,BEL,Belgium,Male,Services,Homecoming nationals,Master’s or equivalent level,2019,2.0
418,BEL,Belgium,Male,Services,Total,Doctoral or equivalent level,2019,46.0
419,BEL,Belgium,Male,Services,Mobile including homecoming nationals,Doctoral or equivalent level,2019,0.0
420,BEL,Belgium,Female,Services,Homecoming nationals,Doctoral or equivalent level,2019,0.0
421,BEL,Belgium,Male,Services,Homecoming nationals,Doctoral or equivalent level,2019,0.0
422,CAN,Canada,Female,Education,Total,Short-cycle tertiary education,2019,7410.0
423,CAN,Canada,Female,Education,Mobile including homecoming nationals,Short-cycle tertiary education,2019,174.0
424,CAN,Canada,Male,Education,Mobile including homecoming nationals,Short-cycle tertiary education,2019,51.0
426,CAN,Canada,Female,Education,Total,Bachelor’s or equivalent level,2019,38133.0
427,CAN,Canada,Male,Education,Total,Bachelor’s or equivalent level,2019,12549.0
428,CAN,Canada,Male,Education,Mobile including homecoming nationals,Bachelor’s or equivalent level,2019,135.0
429,CAN,Canada,Male,Education,Total,Master’s or equivalent level,2019,3345.0
433,CAN,Canada,Male,Arts and humanities,Total,Short-cycle tertiary education,2019,13140.0
