"COUNTRY","Country","ISC11A","ISC11A","SEX","Gender","AGE","Age","EARN_CATEGORY","EARN_CATEGORY","INDICATOR","Indicator","MEASURE","Measure","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",72.8642,,
"PRT","Portugal","L6","Bachelor’s or equivalent education","T","Total","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"KOR","Korea","L5","Short-cycle tertiary education","M","Men","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",45.90303,,
"SVN","Slovenia","L6","Bachelor’s or equivalent education","T","Total","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"TUR","Turkey","L6","Bachelor’s or equivalent education","T","Total","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"x","Data included in another category"
"CRI","Costa Rica","L6","Bachelor’s or equivalent education","F","Women","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",90.32561,,
"DNK","Denmark","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",65.54825,,
"OAVG","OECD - Average","L6","Bachelor’s or equivalent education","M","Men","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year",,,"0","Units",,,9.845652,,
"FRA","France","L6","Bachelor’s or equivalent education","T","Total","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2017","2017",27.40514,,
"SVN","Slovenia","L6","Bachelor’s or equivalent education","T","Total","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"NOR","Norway","L6","Bachelor’s or equivalent education","F","Women","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",4.882107,,
"SVN","Slovenia","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y25T34","25-34 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"SVK","Slovak Republic","L5","Short-cycle tertiary education","F","Women","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"AUT","Austria","L5","Short-cycle tertiary education","M","Men","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",28.41572,,
"AUS","Australia","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T34","25-34 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"CRI","Costa Rica","L6","Bachelor’s or equivalent education","M","Men","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",95.83261,,
"COL","Colombia","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T34","25-34 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"NZL","New Zealand","L5","Short-cycle tertiary education","T","Total","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",69.4227,,
"CZE","Czech Republic","L6","Bachelor’s or equivalent education","M","Men","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"PRT","Portugal","L5","Short-cycle tertiary education","M","Men","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"ITA","Italy","L7T8","Master’s, Doctoral or equivalent education","F","Women","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2017","2017",,"x","Data included in another category"
"GBR","United Kingdom","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y25T64","25-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",8.054378,,
"DEU","Germany","L6","Bachelor’s or equivalent education","M","Men","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",11.27448,,
"SWE","Sweden","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",54.98676,,
"AUT","Austria","L6","Bachelor’s or equivalent education","F","Women","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",32.54391,,
"AUS","Australia","L6","Bachelor’s or equivalent education","T","Total","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"G20","G20","L5","Short-cycle tertiary education","M","Men","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"CAN","Canada","L6","Bachelor’s or equivalent education","T","Total","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",57.89897,,
"OAVG","OECD - Average","L6","Bachelor’s or equivalent education","F","Women","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year",,,"0","Units",,,57.89939,,
"NZL","New Zealand","L5","Short-cycle tertiary education","F","Women","Y25T34","25-34 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"c","Data below the publication limit"
"COL","Colombia","L7T8","Master’s, Doctoral or equivalent education","F","Women","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"ESP","Spain","L5","Short-cycle tertiary education","F","Women","Y25T34","25-34 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",7.024091,,
"KOR","Korea","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"c","Data below the publication limit"
"ISR","Israel","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",74.9725,,
"TUR","Turkey","L5","Short-cycle tertiary education","M","Men","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"x","Data included in another category"
"SVK","Slovak Republic","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"POL","Poland","L6","Bachelor’s or equivalent education","M","Men","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"ITA","Italy","L6","Bachelor’s or equivalent education","M","Men","Y25T34","25-34 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2017","2017",,"x","Data included in another category"
"POL","Poland","L5","Short-cycle tertiary education","F","Women","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"OAVG","OECD - Average","L6","Bachelor’s or equivalent education","F","Women","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"DEU","Germany","L5","Short-cycle tertiary education","M","Men","Y25T64","25-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",8.594276,,
"AUS","Australia","L5","Short-cycle tertiary education","F","Women","Y25T34","25-34 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"TUR","Turkey","L5","Short-cycle tertiary education","M","Men","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"x","Data included in another category"
"ESP","Spain","L7T8","Master’s, Doctoral or equivalent education","F","Women","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",15.55235,,
"MEX","Mexico","L7T8","Master’s, Doctoral or equivalent education","F","Women","Y25T34","25-34 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",37.76988,,
"AUT","Austria","L5","Short-cycle tertiary education","T","Total","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",49.63947,,
"EST","Estonia","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",7.814281,,
"CAN","Canada","L6","Bachelor’s or equivalent education","F","Women","Y25T34","25-34 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",38.56274,,
"GBR","United Kingdom","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",63.57218,,
"ITA","Italy","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2017","2017",,"x","Data included in another category"
"USA","United States","L6","Bachelor’s or equivalent education","F","Women","Y25T64","25-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",21.48519,,
"CZE","Czech Republic","L5","Short-cycle tertiary education","F","Women","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"CHE","Switzerland","L7T8","Master’s, Doctoral or equivalent education","F","Women","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",49.03297,"w","Includes data from another category"
"SVK","Slovak Republic","L5","Short-cycle tertiary education","M","Men","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"G20","G20","L5","Short-cycle tertiary education","T","Total","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"LTU","Lithuania","L5","Short-cycle tertiary education","M","Men","Y25T64","25-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"MEX","Mexico","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",71.16148,,
"LUX","Luxembourg","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",9.221389,,
"ITA","Italy","L6","Bachelor’s or equivalent education","T","Total","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2017","2017",,"x","Data included in another category"
"ITA","Italy","L5","Short-cycle tertiary education","T","Total","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2017","2017",,"x","Data included in another category"
"ISR","Israel","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",7.53159,,
"AUS","Australia","L5","Short-cycle tertiary education","M","Men","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"SWE","Sweden","L6","Bachelor’s or equivalent education","T","Total","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",6.514907,,
"NLD","Netherlands","L6","Bachelor’s or equivalent education","M","Men","Y25T64","25-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"AUT","Austria","L5","Short-cycle tertiary education","F","Women","Y25T64","25-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",49.90993,,
"SVK","Slovak Republic","L5","Short-cycle tertiary education","T","Total","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"G20","G20","L5","Short-cycle tertiary education","T","Total","Y25T34","25-34 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"SWE","Sweden","L7T8","Master’s, Doctoral or equivalent education","F","Women","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",7.607471,,
"FRA","France","L6","Bachelor’s or equivalent education","F","Women","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2017","2017",70.18043,,
"G20","G20","L6","Bachelor’s or equivalent education","T","Total","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"SWE","Sweden","L5","Short-cycle tertiary education","T","Total","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",56.11776,,
"E22","European Union 22 members in OECD","L6","Bachelor’s or equivalent education","M","Men","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"USA","United States","L5","Short-cycle tertiary education","F","Women","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",46.68859,,
"CHL","Chile","L6","Bachelor’s or equivalent education","M","Men","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2017","2017",48.23936,,
"BEL","Belgium","L5","Short-cycle tertiary education","F","Women","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m; b","Missing data; Series break"
"MEX","Mexico","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",15.21436,,
"NLD","Netherlands","L6","Bachelor’s or equivalent education","M","Men","Y25T34","25-34 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"PRT","Portugal","L5","Short-cycle tertiary education","F","Women","Y25T34","25-34 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"SWE","Sweden","L6","Bachelor’s or equivalent education","M","Men","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",58.17649,,
"FIN","Finland","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y25T34","25-34 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",7.355325,,
"CRI","Costa Rica","L5","Short-cycle tertiary education","T","Total","Y25T34","25-34 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",1.280624,,
"GBR","United Kingdom","L6","Bachelor’s or equivalent education","M","Men","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",87.41631,,
"DEU","Germany","L5","Short-cycle tertiary education","M","Men","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",79.73714,,
"SVN","Slovenia","L5","Short-cycle tertiary education","M","Men","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"TUR","Turkey","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y25T34","25-34 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"x","Data included in another category"
"BEL","Belgium","L5","Short-cycle tertiary education","F","Women","Y25T34","25-34 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m; b","Missing data; Series break"
"AUT","Austria","L6","Bachelor’s or equivalent education","T","Total","Y25T34","25-34 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",54.22226,,
"LTU","Lithuania","L6","Bachelor’s or equivalent education","M","Men","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"CHL","Chile","L5","Short-cycle tertiary education","M","Men","Y25T34","25-34 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2017","2017",41.56287,,
"FRA","France","L7T8","Master’s, Doctoral or equivalent education","F","Women","Y25T64","25-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2017","2017",19.25695,,
"LTU","Lithuania","L6","Bachelor’s or equivalent education","M","Men","Y25T64","25-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"USA","United States","L5","Short-cycle tertiary education","F","Women","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",22.29539,,
"EST","Estonia","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y25T64","25-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",6.28724,,
"TUR","Turkey","L5","Short-cycle tertiary education","M","Men","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"x","Data included in another category"
"BEL","Belgium","L7T8","Master’s, Doctoral or equivalent education","F","Women","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"b; c","Series break; Data below the publication limit"
"SWE","Sweden","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",67.6965,,
"CZE","Czech Republic","L7T8","Master’s, Doctoral or equivalent education","M","Men","Y25T34","25-34 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"SVK","Slovak Republic","L6","Bachelor’s or equivalent education","T","Total","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"m","Missing data"
"TUR","Turkey","L7T8","Master’s, Doctoral or equivalent education","T","Total","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"x","Data included in another category"
"CZE","Czech Republic","L6","Bachelor’s or equivalent education","M","Men","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",,"m","Missing data"
"BEL","Belgium","L7T8","Master’s, Doctoral or equivalent education","F","Women","Y25T64","25-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",7.935887,"b","Series break"
"CAN","Canada","L6","Bachelor’s or equivalent education","M","Men","Y25T64","25-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",64.7824,,
"CRI","Costa Rica","L7T8","Master’s, Doctoral or equivalent education","F","Women","Y55T64","55-64 years","FTFY_EARNERS","Full-time, full-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",,"c","Data below the publication limit"
"ESP","Spain","L6","Bachelor’s or equivalent education","M","Men","Y55T64","55-64 years","PTPY_EARNERS","Part-time or part-year earners","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2018","2018",16.73929,,
"SWE","Sweden","L5","Short-cycle tertiary education","F","Women","Y55T64","55-64 years","NO_EARNINGS","No earnings","POP_SHR_EARN","Share of population by category of earnings","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2019","2019",11.81713,,
