COUNTRY,Country,SEX,Gender,EDUCATION_FIELD,Field,MOBILITY,International mobility,EDUCATION_LEV,Education level,YEAR,Year,Value,Flag Codes,Flags
NZL,New Zealand,M,Male,F07,"Engineering, manufacturing and construction",MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,m,Missing value; data cannot exist
NZL,New Zealand,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,m,Missing value; data cannot exist
NZL,New Zealand,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,111.28,,
NZL,New Zealand,M,Male,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,m,Missing value; data cannot exist
NZL,New Zealand,F,Female,F09,Health and welfare,MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,163.304,,
NZL,New Zealand,M,Male,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,m,Missing value; data cannot exist
NZL,New Zealand,M,Male,F10,Services,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,2213.568,,
NOR,Norway,M,Male,F01,Education,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,8680,,
NOR,Norway,F,Female,F02,Arts and humanities,MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,21,,
NOR,Norway,F,Female,F02,Arts and humanities,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,15,,
NOR,Norway,F,Female,F02,Arts and humanities,_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,424,,
NOR,Norway,F,Female,F03,"Social sciences, journalism and information",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,313,,
NOR,Norway,F,Female,F03,"Social sciences, journalism and information",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,11,,
NOR,Norway,M,Male,F03,"Social sciences, journalism and information",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,429,,
NOR,Norway,F,Female,F03,"Social sciences, journalism and information",MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,2,,
NOR,Norway,F,Female,F05,"Natural sciences, mathematics and statistics",MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,1,,
NOR,Norway,F,Female,F06,Information and Communication Technologies (ICTs),MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,80,,
NOR,Norway,F,Female,F06,Information and Communication Technologies (ICTs),_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,40,,
NOR,Norway,M,Male,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,5509,,
NOR,Norway,M,Male,F07,"Engineering, manufacturing and construction",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,1,,
NOR,Norway,F,Female,F07,"Engineering, manufacturing and construction",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,64,,
NOR,Norway,M,Male,F07,"Engineering, manufacturing and construction",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,238,,
NOR,Norway,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
NOR,Norway,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,607,,
NOR,Norway,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,5,,
NOR,Norway,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,2,,
NOR,Norway,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,0,,
NOR,Norway,M,Male,F09,Health and welfare,MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
NOR,Norway,M,Male,F09,Health and welfare,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,6656,,
NOR,Norway,F,Female,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,72,,
NOR,Norway,F,Female,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,0,,
POL,Poland,F,Female,F01,Education,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
POL,Poland,M,Male,F01,Education,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
POL,Poland,F,Female,F01,Education,MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,o,Missing value
POL,Poland,F,Female,F01,Education,MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,o,Missing value
POL,Poland,F,Female,F02,Arts and humanities,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,63743,,
POL,Poland,F,Female,F02,Arts and humanities,_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,25315,,
POL,Poland,M,Male,F02,Arts and humanities,MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,605,,
POL,Poland,F,Female,F02,Arts and humanities,MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,o,Missing value
POL,Poland,M,Male,F02,Arts and humanities,MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,o,Missing value
POL,Poland,M,Male,F03,"Social sciences, journalism and information",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,o,Missing value
POL,Poland,F,Female,F03,"Social sciences, journalism and information",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,3415,,
POL,Poland,F,Female,F03,"Social sciences, journalism and information",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,1978,,
POL,Poland,F,Female,F03,"Social sciences, journalism and information",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,2598,,
POL,Poland,F,Female,F03,"Social sciences, journalism and information",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,74,,
POL,Poland,F,Female,F04,"Business, administration and law",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,116319,,
POL,Poland,M,Male,F04,"Business, administration and law",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,5204,,
POL,Poland,F,Female,F04,"Business, administration and law",_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,77600,,
POL,Poland,M,Male,F05,"Natural sciences, mathematics and statistics",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,293,,
POL,Poland,M,Male,F05,"Natural sciences, mathematics and statistics",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,o,Missing value
POL,Poland,M,Male,F06,Information and Communication Technologies (ICTs),MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,o,Missing value
POL,Poland,F,Female,F06,Information and Communication Technologies (ICTs),_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,2214,,
POL,Poland,F,Female,F06,Information and Communication Technologies (ICTs),MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,o,Missing value
POL,Poland,M,Male,F06,Information and Communication Technologies (ICTs),MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,o,Missing value
POL,Poland,F,Female,F06,Information and Communication Technologies (ICTs),MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,4,,
POL,Poland,M,Male,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
POL,Poland,F,Female,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,59775,,
POL,Poland,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,9692,,
POL,Poland,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,o,Missing value
POL,Poland,F,Female,F09,Health and welfare,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,65592,,
POL,Poland,F,Female,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,o,Missing value
POL,Poland,M,Male,F09,Health and welfare,_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,25066,,
POL,Poland,M,Male,F09,Health and welfare,_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,1546,,
POL,Poland,M,Male,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,o,Missing value
POL,Poland,F,Female,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,o,Missing value
PRT,Portugal,F,Female,F02,Arts and humanities,MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,1,,
PRT,Portugal,M,Male,F02,Arts and humanities,MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,1,,
PRT,Portugal,F,Female,F02,Arts and humanities,MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,539,,
PRT,Portugal,F,Female,F03,"Social sciences, journalism and information",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,988,,
PRT,Portugal,F,Female,F03,"Social sciences, journalism and information",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,498,,
PRT,Portugal,M,Male,F03,"Social sciences, journalism and information",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,467,,
PRT,Portugal,M,Male,F04,"Business, administration and law",_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,1355,,
PRT,Portugal,M,Male,F04,"Business, administration and law",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,20,,
PRT,Portugal,M,Male,F04,"Business, administration and law",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,24415,,
PRT,Portugal,M,Male,F04,"Business, administration and law",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,1683,,
PRT,Portugal,M,Male,F04,"Business, administration and law",MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,31,,
PRT,Portugal,M,Male,F05,"Natural sciences, mathematics and statistics",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,1348,,
PRT,Portugal,F,Female,F06,Information and Communication Technologies (ICTs),_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,729,,
PRT,Portugal,M,Male,F07,"Engineering, manufacturing and construction",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,14,,
PRT,Portugal,F,Female,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,5600,,
PRT,Portugal,F,Female,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,1406,,
PRT,Portugal,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,1,,
PRT,Portugal,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,1246,,
PRT,Portugal,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,144,,
PRT,Portugal,M,Male,F09,Health and welfare,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,190,,
PRT,Portugal,F,Female,F09,Health and welfare,MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,43,,
PRT,Portugal,F,Female,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,214,,
PRT,Portugal,F,Female,F09,Health and welfare,_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,1801,,
PRT,Portugal,M,Male,F10,Services,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,1039,,
PRT,Portugal,F,Female,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,4,,
PRT,Portugal,F,Female,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,284,,
PRT,Portugal,M,Male,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,183,,
SVK,Slovak Republic,M,Male,F01,Education,MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,0,,
SVK,Slovak Republic,F,Female,F01,Education,_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,171,,
SVK,Slovak Republic,F,Female,F01,Education,MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,9,,
SVK,Slovak Republic,M,Male,F02,Arts and humanities,MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,5,,
SVK,Slovak Republic,F,Female,F02,Arts and humanities,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,3790,,
SVK,Slovak Republic,M,Male,F02,Arts and humanities,_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,447,,
SVK,Slovak Republic,M,Male,F02,Arts and humanities,MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,68,,
SVK,Slovak Republic,F,Female,F02,Arts and humanities,MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,0,,
SVK,Slovak Republic,F,Female,F03,"Social sciences, journalism and information",MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
SVK,Slovak Republic,F,Female,F03,"Social sciences, journalism and information",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
SVK,Slovak Republic,M,Male,F03,"Social sciences, journalism and information",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,0,,
SVK,Slovak Republic,M,Male,F03,"Social sciences, journalism and information",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,85,,
SVK,Slovak Republic,M,Male,F04,"Business, administration and law",_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,49,,
SVK,Slovak Republic,F,Female,F04,"Business, administration and law",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,0,,
SVK,Slovak Republic,F,Female,F04,"Business, administration and law",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,35,,
SVK,Slovak Republic,M,Male,F05,"Natural sciences, mathematics and statistics",_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
SVK,Slovak Republic,M,Male,F05,"Natural sciences, mathematics and statistics",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,28,,
SVK,Slovak Republic,M,Male,F06,Information and Communication Technologies (ICTs),_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,64,,
SVK,Slovak Republic,M,Male,F06,Information and Communication Technologies (ICTs),MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
SVK,Slovak Republic,F,Female,F06,Information and Communication Technologies (ICTs),_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,695,,
SVK,Slovak Republic,F,Female,F06,Information and Communication Technologies (ICTs),MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,0,,
SVK,Slovak Republic,F,Female,F06,Information and Communication Technologies (ICTs),MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,0,,
SVK,Slovak Republic,F,Female,F07,"Engineering, manufacturing and construction",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,210,,
SVK,Slovak Republic,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
SVK,Slovak Republic,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,6,,
SVK,Slovak Republic,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,5,,
SVK,Slovak Republic,F,Female,F09,Health and welfare,MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,2401,,
SVK,Slovak Republic,F,Female,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,0,,
ESP,Spain,F,Female,F01,Education,MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,274,,
ESP,Spain,M,Male,F01,Education,MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,9,,
ESP,Spain,M,Male,F01,Education,MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,39,,
ESP,Spain,M,Male,F01,Education,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,11,,
ESP,Spain,F,Female,F01,Education,_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,29444,,
ESP,Spain,F,Female,F01,Education,MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,1423,,
ESP,Spain,M,Male,F01,Education,_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,2026,,
ESP,Spain,M,Male,F02,Arts and humanities,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,18679,,
ESP,Spain,M,Male,F02,Arts and humanities,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,66533,,
ESP,Spain,F,Female,F02,Arts and humanities,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,172,,
ESP,Spain,M,Male,F02,Arts and humanities,MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,1063,,
ESP,Spain,F,Female,F03,"Social sciences, journalism and information",MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,40,,
ESP,Spain,M,Male,F03,"Social sciences, journalism and information",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,6136,,
ESP,Spain,M,Male,F03,"Social sciences, journalism and information",MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,1486,,
ESP,Spain,F,Female,F04,"Business, administration and law",_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,27012,,
ESP,Spain,F,Female,F04,"Business, administration and law",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,126,,
ESP,Spain,F,Female,F05,"Natural sciences, mathematics and statistics",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,41881,,
ESP,Spain,M,Male,F05,"Natural sciences, mathematics and statistics",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,155,,
ESP,Spain,M,Male,F05,"Natural sciences, mathematics and statistics",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,21,,
ESP,Spain,F,Female,F06,Information and Communication Technologies (ICTs),MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,116,,
ESP,Spain,M,Male,F06,Information and Communication Technologies (ICTs),MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,m,Missing value; data cannot exist
ESP,Spain,M,Male,F07,"Engineering, manufacturing and construction",_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,63402,,
ESP,Spain,F,Female,F07,"Engineering, manufacturing and construction",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,m,Missing value; data cannot exist
ESP,Spain,M,Male,F07,"Engineering, manufacturing and construction",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,113,,
ESP,Spain,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,1020,,
ESP,Spain,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,10,,
ESP,Spain,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,327,,
ESP,Spain,M,Male,F09,Health and welfare,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,16676,,
ESP,Spain,F,Female,F09,Health and welfare,MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,m,Missing value; data cannot exist
ESP,Spain,F,Female,F09,Health and welfare,MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,3001,,
ESP,Spain,F,Female,F09,Health and welfare,_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,83984,,
ESP,Spain,M,Male,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,365,,
ESP,Spain,M,Male,F10,Services,MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,18,,
ESP,Spain,F,Female,F10,Services,MOB,Mobile including homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,156,,
SWE,Sweden,F,Female,F01,Education,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,k,Data included in another category
SWE,Sweden,M,Male,F02,Arts and humanities,MOB,Mobile including homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,26.677,,
SWE,Sweden,F,Female,F03,"Social sciences, journalism and information",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,807.659,,
SWE,Sweden,M,Male,F03,"Social sciences, journalism and information",MOB,Mobile including homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,370.315,,
SWE,Sweden,F,Female,F03,"Social sciences, journalism and information",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,k,Data included in another category
SWE,Sweden,M,Male,F03,"Social sciences, journalism and information",MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,,k,Data included in another category
SWE,Sweden,M,Male,F03,"Social sciences, journalism and information",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,671.778,,
SWE,Sweden,F,Female,F04,"Business, administration and law",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,k,Data included in another category
SWE,Sweden,M,Male,F05,"Natural sciences, mathematics and statistics",_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
SWE,Sweden,F,Female,F05,"Natural sciences, mathematics and statistics",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,k,Data included in another category
SWE,Sweden,M,Male,F05,"Natural sciences, mathematics and statistics",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,818.406,,
SWE,Sweden,M,Male,F05,"Natural sciences, mathematics and statistics",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,,k,Data included in another category
SWE,Sweden,F,Female,F05,"Natural sciences, mathematics and statistics",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,1274.2,,
SWE,Sweden,F,Female,F05,"Natural sciences, mathematics and statistics",MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,k,Data included in another category
SWE,Sweden,F,Female,F06,Information and Communication Technologies (ICTs),_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,1089.002,,
SWE,Sweden,F,Female,F06,Information and Communication Technologies (ICTs),MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,,k,Data included in another category
SWE,Sweden,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,,k,Data included in another category
SWE,Sweden,F,Female,F08,"Agriculture, forestry, fisheries and veterinary",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,970.495,,
SWE,Sweden,M,Male,F08,"Agriculture, forestry, fisheries and veterinary",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,37.406,,
SWE,Sweden,M,Male,F09,Health and welfare,_T,Total,ISCED11_5,Short-cycle tertiary education,2019,2019,268.159,,
SWE,Sweden,F,Female,F09,Health and welfare,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,35492.437,,
SWE,Sweden,F,Female,F10,Services,_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,47.979,,
SWE,Sweden,M,Male,F10,Services,_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,59.341,,
CHE,Switzerland,M,Male,F01,Education,_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,4369,,
CHE,Switzerland,M,Male,F01,Education,_T,Total,ISCED11_7,Master’s or equivalent level,2019,2019,4470,,
CHE,Switzerland,M,Male,F01,Education,MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,107,,
CHE,Switzerland,F,Female,F01,Education,MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,12,,
CHE,Switzerland,M,Male,F02,Arts and humanities,MOB_HOME,Homecoming nationals,ISCED11_6,Bachelor’s or equivalent level,2019,2019,92,,
CHE,Switzerland,M,Male,F03,"Social sciences, journalism and information",MOB_HOME,Homecoming nationals,ISCED11_5,Short-cycle tertiary education,2019,2019,0,,
CHE,Switzerland,M,Male,F03,"Social sciences, journalism and information",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,5036,,
CHE,Switzerland,M,Male,F03,"Social sciences, journalism and information",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,71,,
CHE,Switzerland,M,Male,F03,"Social sciences, journalism and information",_T,Total,ISCED11_8,Doctoral or equivalent level,2019,2019,978,,
CHE,Switzerland,M,Male,F03,"Social sciences, journalism and information",MOB_HOME,Homecoming nationals,ISCED11_8,Doctoral or equivalent level,2019,2019,25,,
CHE,Switzerland,M,Male,F04,"Business, administration and law",_T,Total,ISCED11_6,Bachelor’s or equivalent level,2019,2019,32226,,
CHE,Switzerland,F,Female,F04,"Business, administration and law",MOB,Mobile including homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,2339,,
CHE,Switzerland,F,Female,F04,"Business, administration and law",MOB_HOME,Homecoming nationals,ISCED11_7,Master’s or equivalent level,2019,2019,172,,
